transaction_id,batch_id,product_name,manufacturer_id,distributor_id,pharmacy_id,transaction_type,transaction_date,quantity,unit_price,manufacture_date,expiry_date,days_to_expiry,storage_temp_avg,storage_temp_deviation,temp_excursion_flag,origin_location,destination_location,distance_km,transit_time_hours,expected_transit_hours,delay_hours,delay_flag,demand_zone,population_density,disease_index,promotion_flag,inventory_level,reorder_point,stockout_risk,waste_flag,waste_quantity,profit_margin,financial_cost,performance_score
710666,B710666,Atorvastatin,M002,D001,P001,returned,45028,133,21.36,2022-06-01,2025-05-31,780,24.62,2.22,False,LOC7,LOC14,427.26,7.25,8.73,0.0,False,South,195.46,6.55,0,331,116,0,False,0,0.38099,0.0,1.0
932166,B932166,Levothyroxine,M002,D002,P003,manufactured,44657,845,9.31,2022-02-14,2024-02-14,679,1.94,0.04,True,LOC10,LOC7,113.57,2.96,3.19,0.0,False,South,136.63,8.71,0,920,323,0,True,85,0.227427,633.08,0.65
423301,B423301,Amoxicillin,M001,D001,P004,returned,45233,350,14.46,2023-06-28,2025-06-27,602,4.24,0.2,False,LOC20,LOC9,97.04,10.92,4.39,6.53,True,North,864.82,3.67,0,462,156,0,False,0,0.272688,0.0,0.85
585836,B585836,Aspirin,M002,D002,P004,sold,45128,424,11.64,2023-01-11,2026-01-10,904,26.82,0.73,False,LOC1,LOC5,41.6,3.65,3.52,0.0,False,West,600.86,8.87,0,333,174,0,False,0,0.119865,0.0,0.97
554261,B554261,Omeprazole,M001,D001,P002,transfer,45101,465,12.09,2022-11-08,2025-11-07,867,26.01,0.6,False,LOC4,LOC6,145.34,4.41,4.18,0.0,False,East,993.24,6.22,0,672,240,0,False,0,0.388498,0.0,1.0
525001,B525001,Levothyroxine,M003,D002,P003,sold,44684,140,13.92,2021-12-19,2023-12-19,595,10.59,1.09,True,LOC3,LOC17,131.47,3.67,3.53,0.0,False,North,631.04,4.86,0,797,251,0,False,0,0.391868,0.0,0.79
907316,B907316,Metformin,M001,D003,P004,sold,45506,458,10.36,2023-08-11,2026-08-10,738,21.98,2.64,False,LOC1,LOC13,356.76,20.8,7.29,13.51,True,West,745.36,3.58,0,468,159,0,False,0,0.373147,0.0,0.84
47236,B047236,Levothyroxine,M001,D003,P003,transfer,45039,139,10.19,2022-11-08,2024-11-07,564,5.7,1.39,False,LOC8,LOC4,444.78,7.22,8.63,0.0,False,South,467.06,0.89,1,393,235,0,False,0,0.332858,0.0,0.97
892656,B892656,Lisinopril,M003,D003,P002,sold,45267,322,9.28,2022-12-24,2025-12-23,747,23.38,0.57,False,LOC11,LOC7,441.23,9.01,9.14,0.0,False,North,147.93,3.0,0,785,414,0,False,0,0.280174,0.0,0.97
841291,B841291,Aspirin,M003,D003,P004,sold,45442,318,11.2,2023-09-08,2026-09-07,830,30.14,1.28,False,LOC15,LOC10,276.11,7.19,6.81,0.0,False,West,133.6,4.78,0,600,211,0,False,0,0.377335,0.0,0.97
150341,B150341,Levothyroxine,M003,D002,P002,sold,44896,295,12.63,2022-05-23,2024-05-22,538,7.31,0.82,False,LOC20,LOC17,289.01,8.37,7.81,0.0,False,South,985.23,9.15,0,625,269,0,False,0,0.488065,0.0,1.0
142276,B142276,Atorvastatin,M001,D002,P003,sold,45157,199,17.63,2023-03-25,2026-03-24,948,29.12,1.17,False,LOC9,LOC18,208.45,2.96,3.63,0.0,False,South,979.96,6.26,0,258,105,0,False,0,0.488279,0.0,1.0
782591,B782591,Paracetamol,M002,D002,P002,received,44657,233,8.1,2021-05-02,2023-05-02,391,29.2,1.51,False,LOC13,LOC16,33.48,1.67,1.53,0.0,False,East,560.13,4.5,0,547,215,0,False,0,0.172356,0.0,0.99
39081,B039081,Omeprazole,M001,D002,P001,manufactured,45423,70,15.78,2023-12-05,2026-12-04,937,17.93,3.4,False,LOC3,LOC2,427.62,15.6,8.66,6.94,True,North,771.81,5.44,0,849,406,0,False,0,0.252357,0.0,0.81
26271,B026271,Omeprazole,M001,D003,P001,transfer,45381,278,17.68,2024-01-24,2027-01-23,1029,28.79,0.18,False,LOC15,LOC12,413.28,7.08,7.75,0.0,False,West,533.89,8.39,0,897,479,0,False,0,0.416539,0.0,1.0
49241,B049241,Amoxicillin,M002,D002,P001,sold,44856,176,17.64,2022-09-03,2024-09-02,681,4.61,1.69,False,LOC14,LOC8,136.91,5.59,5.26,0.0,False,South,911.24,2.43,0,883,367,0,False,0,0.372267,0.0,0.97
653451,B653451,Atorvastatin,M002,D002,P003,transfer,45082,129,16.87,2022-09-09,2025-09-08,826,19.95,2.29,False,LOC13,LOC8,166.24,3.15,3.12,0.03,True,South,589.36,4.52,0,1007,405,0,False,0,0.193652,0.0,0.85
958831,B958831,Aspirin,M002,D002,P003,sold,44980,257,12.36,2022-09-30,2025-09-29,949,20.44,1.81,False,LOC7,LOC18,335.65,7.46,7.06,0.0,False,South,603.53,8.8,1,419,189,0,False,0,0.229824,0.0,1.0
243551,B243551,Levothyroxine,M003,D001,P003,sold,45435,41,9.1,2023-08-31,2025-08-30,464,9.06,0.33,True,LOC20,LOC13,327.73,4.82,5.72,0.0,False,West,999.79,5.28,1,217,101,0,False,0,0.399066,0.0,0.81
660881,B660881,Atorvastatin,M001,D002,P002,transfer,45510,186,17.6,2023-11-20,2026-11-19,835,18.36,0.38,False,LOC13,LOC8,442.74,8.89,9.41,0.0,False,North,277.39,8.47,0,541,176,0,False,0,0.498238,0.0,0.99
33016,B033016,Paracetamol,M003,D003,P004,sold,45440,236,9.5,2024-03-28,2026-03-28,669,25.45,0.31,False,LOC2,LOC1,342.98,6.09,7.4,0.0,False,North,469.55,1.53,1,746,356,0,False,0,0.235412,0.0,1.0
113626,B113626,Paracetamol,M003,D002,P003,received,45250,322,9.01,2023-08-12,2025-08-11,630,18.74,1.3,False,LOC14,LOC10,371.64,9.44,8.82,0.0,False,North,334.7,6.18,0,160,78,0,False,0,0.299398,0.0,1.0
4046,B004046,Ibuprofen,M001,D001,P001,manufactured,44836,431,6.36,2022-03-14,2025-03-13,893,21.71,0.75,False,LOC6,LOC20,471.66,8.47,9.59,0.0,False,West,160.77,7.97,1,415,218,0,False,0,0.255361,0.0,1.0
567516,B567516,Metformin,M001,D001,P003,transfer,45024,74,8.14,2023-02-12,2026-02-11,1040,21.47,3.85,False,LOC17,LOC6,181.9,5.47,5.21,0.0,False,West,883.22,7.43,0,422,160,0,False,0,0.326441,0.0,1.0
454291,B454291,Levothyroxine,M001,D001,P001,received,45154,483,14.12,2022-12-10,2024-12-09,481,3.49,0.55,False,LOC10,LOC6,458.15,7.95,7.9,0.05,True,West,679.81,9.61,0,669,228,0,False,0,0.438889,0.0,0.88
188736,B188736,Levothyroxine,M003,D003,P001,returned,45017,299,8.86,2023-02-09,2025-02-08,679,2.21,2.12,False,LOC1,LOC6,376.25,7.04,8.48,0.0,False,West,259.41,7.6,0,914,406,0,False,0,0.351973,0.0,0.99
648126,B648126,Levothyroxine,M002,D003,P001,sold,44958,188,11.71,2022-04-24,2024-04-23,447,4.64,0.9,False,LOC6,LOC9,95.08,2.84,2.86,0.0,False,North,842.0,4.5,0,534,267,0,False,0,0.169797,0.0,1.0
98221,B098221,Levothyroxine,M001,D002,P001,sold,44689,190,13.73,2021-12-25,2023-12-25,596,3.28,0.06,False,LOC7,LOC10,351.41,9.31,8.81,0.0,False,East,588.68,0.72,0,368,138,0,False,0,0.203898,0.0,0.95
300756,B300756,Lisinopril,M002,D002,P003,sold,45332,108,8.32,2023-09-01,2026-08-31,933,22.27,2.99,False,LOC12,LOC4,29.16,2.15,2.59,0.0,False,North,722.64,8.55,0,756,335,0,False,0,0.248553,0.0,1.0
320236,B320236,Lisinopril,M003,D003,P003,manufactured,45301,314,11.63,2023-05-18,2026-05-17,858,29.34,0.35,False,LOC2,LOC9,486.09,17.72,8.87,8.85,True,South,358.91,7.43,0,691,236,0,False,0,0.244575,0.0,0.9
804441,B804441,Levothyroxine,M003,D001,P001,sold,44710,320,13.04,2021-07-22,2023-07-22,419,5.09,1.64,False,LOC14,LOC2,313.78,6.47,5.31,1.16,True,South,952.68,5.7,1,936,505,0,True,25,0.397094,260.8,0.74
273916,B273916,Metformin,M002,D001,P002,received,44979,406,8.45,2022-10-26,2025-10-25,976,16.76,0.31,False,LOC2,LOC7,118.05,2.72,3.26,0.0,False,East,911.77,7.3,0,846,369,0,False,0,0.288777,0.0,1.0
647321,B647321,Levothyroxine,M003,D001,P004,received,45208,305,10.15,2023-07-26,2025-07-25,655,6.04,0.92,False,LOC2,LOC8,347.31,7.35,7.01,0.34,True,South,441.97,8.0,0,673,256,0,False,0,0.185193,0.0,0.87
711936,B711936,Paracetamol,M003,D001,P004,sold,45042,271,9.66,2022-07-23,2024-07-22,453,25.35,0.91,False,LOC16,LOC10,35.46,2.4,2.91,0.0,False,South,616.32,3.74,0,812,274,0,False,0,0.158506,0.0,1.0
711171,B711171,Paracetamol,M003,D003,P003,transfer,45086,536,8.25,2022-08-31,2024-08-30,448,18.76,1.29,False,LOC4,LOC14,74.94,2.16,2.02,0.0,False,West,288.36,4.82,1,279,131,0,False,0,0.303731,0.0,0.98
695681,B695681,Omeprazole,M002,D002,P003,sold,45268,391,17.0,2023-02-09,2026-02-08,793,21.17,2.85,False,LOC19,LOC12,48.14,2.19,2.73,0.0,False,East,266.55,8.23,0,351,194,0,False,0,0.489808,0.0,1.0
388631,B388631,Paracetamol,M002,D002,P002,transfer,44655,271,7.86,2021-10-22,2023-10-22,566,21.12,0.23,False,LOC18,LOC6,456.31,15.56,8.44,7.12,True,South,328.95,3.82,1,538,319,0,False,0,0.326631,0.0,0.81
994051,B994051,Amoxicillin,M001,D001,P004,sold,44823,62,13.29,2022-03-03,2024-03-02,530,7.41,0.05,False,LOC18,LOC3,370.74,6.75,8.19,0.0,False,South,162.49,7.83,0,1002,352,0,False,0,0.250936,0.0,0.97
332001,B332001,Aspirin,M001,D001,P004,sold,45163,149,10.61,2023-01-26,2026-01-25,884,21.04,0.62,False,LOC7,LOC5,52.4,1.21,1.39,0.0,False,South,911.03,6.67,1,1438,438,0,False,0,0.401656,0.0,0.98
830791,B830791,Atorvastatin,M002,D001,P004,transfer,44867,190,16.19,2022-07-19,2025-07-18,989,25.0,0.22,False,LOC19,LOC18,388.69,22.89,9.37,13.52,True,North,598.75,2.54,0,243,78,0,True,13,0.246892,168.38,0.72
943436,B943436,Amoxicillin,M002,D003,P004,received,45087,309,15.04,2022-06-12,2024-06-11,367,6.11,0.27,False,LOC17,LOC14,126.42,2.58,3.21,0.0,False,South,956.88,9.82,0,893,489,0,False,0,0.311739,0.0,1.0
750956,B750956,Ibuprofen,M001,D002,P004,transfer,44852,139,6.06,2021-11-18,2024-11-17,761,22.37,0.07,False,LOC16,LOC5,449.72,7.57,7.97,0.0,False,South,961.85,3.66,1,594,216,0,False,0,0.217526,0.0,1.0
819046,B819046,Ibuprofen,M003,D001,P002,sold,45160,243,7.33,2023-05-19,2026-05-18,1000,20.0,2.21,False,LOC13,LOC7,300.13,5.02,5.53,0.0,False,East,696.92,7.89,0,879,376,0,False,0,0.112057,0.0,1.0
327146,B327146,Atorvastatin,M002,D003,P002,manufactured,44978,321,18.68,2022-10-07,2025-10-06,958,14.22,2.18,False,LOC9,LOC7,77.9,2.18,2.29,0.0,False,South,478.77,4.43,0,552,259,0,False,0,0.443541,0.0,1.0
907491,B907491,Ibuprofen,M001,D002,P003,transfer,45295,251,7.56,2023-07-23,2026-07-22,930,25.45,0.33,False,LOC19,LOC7,126.22,2.46,2.78,0.0,False,East,825.27,2.71,0,501,234,0,False,0,0.108217,0.0,0.97
561581,B561581,Levothyroxine,M003,D003,P001,received,45027,331,9.14,2022-09-18,2024-09-17,525,6.55,1.23,False,LOC4,LOC16,99.02,3.4,3.67,0.0,False,East,561.1,8.14,1,703,349,0,False,0,0.255649,0.0,1.0
643721,B643721,Paracetamol,M003,D002,P002,transfer,45096,224,10.05,2023-05-09,2025-05-08,689,22.99,2.52,False,LOC3,LOC14,265.23,5.56,6.09,0.0,False,South,743.78,3.19,0,420,129,0,False,0,0.105999,0.0,0.95
342056,B342056,Aspirin,M001,D001,P001,sold,45230,185,13.23,2023-08-21,2026-08-20,1024,22.81,1.32,False,LOC9,LOC19,250.82,6.94,6.94,0.0,False,West,890.74,5.91,0,265,118,0,False,0,0.163225,0.0,1.0
362321,B362321,Paracetamol,M002,D003,P003,sold,45276,364,8.97,2023-05-11,2025-05-10,511,25.07,0.19,False,LOC2,LOC7,309.47,9.25,7.36,1.89,True,South,801.11,8.68,0,335,131,0,False,0,0.318942,0.0,0.83
449931,B449931,Levothyroxine,M001,D003,P002,manufactured,44612,282,10.14,2021-06-28,2023-06-28,493,5.1,1.55,False,LOC2,LOC15,267.32,5.02,5.89,0.0,False,West,501.58,2.67,0,836,309,0,False,0,0.118674,0.0,0.98
800336,B800336,Metformin,M001,D002,P002,transfer,45302,255,9.37,2023-03-04,2026-03-03,782,16.94,0.17,False,LOC8,LOC1,110.43,2.39,2.27,0.0,False,East,918.75,7.84,0,582,344,0,False,0,0.305765,0.0,0.96
505361,B505361,Aspirin,M001,D001,P004,transfer,45408,294,10.61,2023-06-22,2026-06-21,786,21.98,3.75,False,LOC20,LOC3,257.3,5.54,5.48,0.0,False,West,418.08,7.57,0,601,247,0,False,0,0.109796,0.0,0.97
532366,B532366,Ibuprofen,M001,D002,P003,sold,45258,129,7.09,2023-06-12,2026-06-11,926,23.83,2.08,False,LOC15,LOC16,253.09,7.24,7.15,0.0,False,East,841.28,6.58,0,335,196,0,False,0,0.134576,0.0,1.0
45986,B045986,Ibuprofen,M001,D001,P002,received,45169,155,5.95,2023-08-01,2026-07-31,1065,15.96,0.63,False,LOC19,LOC18,110.66,3.03,2.95,0.0,False,South,620.08,8.94,0,523,218,0,False,0,0.276732,0.0,1.0
108071,B108071,Metformin,M003,D001,P003,transfer,45473,404,12.5,2024-03-25,2027-03-25,998,22.08,1.74,False,LOC9,LOC10,189.12,4.14,4.16,0.0,False,East,174.48,4.98,0,677,295,0,False,0,0.466267,0.0,1.0
561171,B561171,Omeprazole,M003,D001,P001,transfer,45071,502,17.07,2022-11-02,2025-11-01,891,15.26,1.12,False,LOC20,LOC12,215.28,5.27,5.13,0.0,False,West,159.52,9.72,1,680,288,0,False,0,0.42632,0.0,0.96
493126,B493126,Lisinopril,M003,D001,P002,transfer,45026,140,9.85,2022-11-08,2025-11-07,942,23.89,2.14,False,LOC2,LOC19,201.8,7.89,6.02,1.87,True,West,374.74,5.71,1,1230,730,0,False,0,0.418259,0.0,0.8
649391,B649391,Ibuprofen,M001,D002,P003,received,44981,647,5.65,2022-10-28,2025-10-27,976,15.23,2.34,False,LOC18,LOC3,253.45,6.51,7.18,0.0,False,North,829.87,1.92,1,929,312,0,False,0,0.467347,0.0,1.0
330881,B330881,Lisinopril,M003,D002,P002,manufactured,44928,801,7.79,2022-11-08,2025-11-07,1040,26.93,0.74,False,LOC9,LOC20,287.16,4.39,5.21,0.0,False,West,491.38,0.94,0,191,71,0,False,0,0.205457,0.0,0.96
50376,B050376,Levothyroxine,M001,D001,P003,transfer,44962,184,9.62,2022-10-06,2024-10-05,608,11.74,3.25,True,LOC18,LOC12,68.67,3.19,3.7,0.0,False,West,227.25,8.9,0,241,77,0,False,0,0.238931,0.0,0.83
725061,B725061,Atorvastatin,M002,D001,P004,sold,45518,113,20.51,2024-05-23,2027-05-23,1012,26.62,4.92,False,LOC8,LOC4,269.7,8.28,6.2,2.08,True,North,173.89,2.43,0,464,202,0,False,0,0.291152,0.0,0.86
272011,B272011,Amoxicillin,M003,D001,P001,manufactured,45219,422,14.2,2022-11-01,2024-10-31,377,1.97,0.68,True,LOC2,LOC5,495.89,10.12,9.61,0.0,False,South,982.8,3.82,0,233,107,0,True,101,0.272175,1147.36,0.62
564061,B564061,Atorvastatin,M003,D001,P004,sold,44956,74,16.44,2022-11-16,2025-11-15,1020,21.16,0.14,False,LOC4,LOC6,367.77,7.92,7.3,0.0,False,South,136.9,5.18,0,1269,736,0,False,0,0.266847,0.0,0.97
14076,B014076,Atorvastatin,M002,D003,P004,transfer,45342,161,18.29,2023-03-28,2026-03-27,766,19.77,0.86,False,LOC16,LOC2,117.93,3.42,4.27,0.0,False,East,600.61,2.86,1,157,58,0,False,0,0.399268,0.0,0.97
206296,B206296,Omeprazole,M003,D002,P002,sold,44875,494,12.53,2022-02-11,2025-02-10,823,18.99,0.33,False,LOC6,LOC7,37.62,0.8,0.91,0.0,False,East,973.17,7.72,1,1124,388,0,False,0,0.482969,0.0,1.0
945286,B945286,Paracetamol,M003,D001,P001,sold,44831,266,9.48,2022-07-23,2024-07-22,664,27.91,0.19,False,LOC6,LOC10,284.6,5.94,6.64,0.0,False,East,787.69,8.67,0,449,218,0,False,0,0.200168,0.0,1.0
944506,B944506,Omeprazole,M001,D002,P002,received,45346,648,11.61,2023-11-24,2026-11-23,1003,27.99,0.79,False,LOC8,LOC5,414.02,6.93,8.38,0.0,False,West,520.2,6.29,0,854,425,0,False,0,0.479972,0.0,1.0
835146,B835146,Metformin,M003,D001,P003,received,44893,345,9.76,2022-06-03,2025-06-02,917,27.0,0.8,False,LOC18,LOC17,141.79,5.33,4.85,0.0,False,East,598.69,4.81,0,474,232,0,False,0,0.275566,0.0,0.97
672761,B672761,Metformin,M003,D003,P003,transfer,45058,247,8.29,2023-03-05,2026-03-04,1027,24.23,3.32,False,LOC9,LOC6,328.9,8.16,7.94,0.22,True,West,732.42,5.56,1,1574,899,0,False,0,0.116292,0.0,0.85
462981,B462981,Paracetamol,M003,D001,P002,sold,44675,189,9.58,2021-10-16,2023-10-16,540,23.12,0.76,False,LOC12,LOC15,468.39,7.75,9.45,0.0,False,South,135.97,2.08,0,841,364,0,False,0,0.485016,0.0,1.0
892446,B892446,Ibuprofen,M001,D001,P003,transfer,45527,76,7.23,2024-07-24,2027-07-24,1065,21.63,0.84,False,LOC19,LOC16,438.64,7.87,9.43,0.0,False,East,355.18,0.67,0,590,255,0,False,0,0.134593,0.0,0.96
953631,B953631,Levothyroxine,M003,D003,P001,transfer,44944,406,12.5,2022-03-17,2024-03-16,423,8.05,0.04,True,LOC13,LOC1,125.62,3.91,4.35,0.0,False,North,871.23,3.8,1,840,355,0,False,0,0.442474,0.0,0.8
141451,B141451,Aspirin,M001,D003,P003,sold,44981,291,10.14,2022-05-31,2025-05-30,826,24.01,0.08,False,LOC15,LOC12,201.82,5.43,6.33,0.0,False,North,184.62,7.77,0,989,556,0,False,0,0.177007,0.0,0.95
500816,B500816,Paracetamol,M001,D003,P003,transfer,45538,77,9.54,2024-04-20,2026-04-20,594,23.94,0.42,False,LOC2,LOC4,453.21,26.98,9.86,17.12,True,South,519.5,5.83,0,557,179,0,False,0,0.233408,0.0,0.89
564516,B564516,Atorvastatin,M003,D002,P003,sold,45171,158,22.56,2022-11-06,2025-11-05,795,22.42,0.63,False,LOC15,LOC12,133.75,4.6,4.5,0.0,False,North,236.05,6.3,0,470,141,0,False,0,0.497303,0.0,0.98
902361,B902361,Metformin,M003,D002,P003,sold,44792,363,8.99,2021-09-15,2024-09-14,757,18.18,0.02,False,LOC4,LOC14,116.95,7.69,3.66,4.03,True,West,581.44,1.09,0,64,24,0,False,0,0.232632,0.0,0.8
853181,B853181,Paracetamol,M003,D001,P003,sold,45190,220,8.07,2023-04-07,2025-04-06,563,19.23,0.01,False,LOC18,LOC4,419.25,8.86,8.33,0.0,False,West,700.27,1.59,0,434,241,0,False,0,0.345308,0.0,1.0
444931,B444931,Levothyroxine,M001,D003,P001,transfer,45466,233,13.52,2024-04-29,2026-04-29,675,6.61,0.38,False,LOC9,LOC1,233.29,6.21,6.32,0.0,False,East,457.57,4.33,0,461,235,0,False,0,0.368731,0.0,1.0
731606,B731606,Ibuprofen,M002,D002,P001,transfer,45121,72,7.54,2022-09-24,2025-09-23,802,17.23,0.96,False,LOC1,LOC2,10.86,2.04,1.88,0.0,False,West,679.68,1.82,0,191,88,0,False,0,0.209398,0.0,1.0
689296,B689296,Paracetamol,M002,D001,P002,received,45032,294,9.24,2023-01-26,2025-01-25,650,12.51,0.05,False,LOC16,LOC18,484.61,7.44,8.09,0.0,False,North,482.39,2.17,1,257,119,0,False,0,0.430918,0.0,1.0
716951,B716951,Omeprazole,M001,D001,P003,sold,45193,232,14.86,2023-05-11,2026-05-10,959,22.16,0.52,False,LOC18,LOC8,443.05,9.44,9.88,0.0,False,West,375.42,0.62,0,493,182,0,False,0,0.37197,0.0,1.0
858391,B858391,Omeprazole,M003,D001,P002,transfer,44996,52,11.91,2022-09-16,2025-09-15,919,19.84,1.22,False,LOC4,LOC7,79.52,2.92,3.64,0.0,False,South,156.86,7.01,0,1477,778,0,False,0,0.284799,0.0,1.0
823871,B823871,Amoxicillin,M001,D003,P001,transfer,45536,400,18.95,2024-05-08,2026-05-08,614,3.02,0.76,False,LOC11,LOC4,163.72,9.19,4.19,5.0,True,East,291.38,6.71,0,643,363,0,False,0,0.228521,0.0,0.83
857011,B857011,Aspirin,M003,D002,P004,transfer,45581,600,13.23,2024-07-29,2027-07-29,1016,12.74,1.14,False,LOC13,LOC19,385.37,7.25,6.64,0.0,False,North,217.9,4.57,1,752,446,0,False,0,0.335711,0.0,1.0
910456,B910456,Amoxicillin,M002,D002,P004,sold,44965,218,14.58,2022-08-17,2024-08-16,555,4.88,0.45,False,LOC10,LOC2,49.36,2.12,2.2,0.0,False,North,246.55,1.42,0,836,370,0,False,0,0.205545,0.0,0.96
159646,B159646,Lisinopril,M002,D003,P002,transfer,45117,444,8.14,2022-08-03,2025-08-02,754,18.33,0.41,False,LOC5,LOC1,318.59,8.89,7.98,0.91,True,South,558.19,2.11,0,1148,641,0,False,0,0.308588,0.0,0.87
392231,B392231,Levothyroxine,M002,D003,P002,transfer,44692,330,13.36,2021-06-09,2023-06-09,394,6.04,0.78,False,LOC6,LOC12,372.79,5.7,6.87,0.0,False,South,497.97,2.26,0,808,431,0,False,0,0.338237,0.0,0.96
725571,B725571,Aspirin,M001,D002,P001,transfer,45403,274,13.01,2023-10-12,2026-10-11,903,23.13,0.29,False,LOC11,LOC4,104.78,4.13,4.5,0.0,False,East,366.25,8.27,0,156,58,0,False,0,0.260082,0.0,1.0
483806,B483806,Amoxicillin,M002,D003,P004,transfer,45286,183,16.65,2023-03-07,2025-03-06,436,4.77,1.21,False,LOC9,LOC8,338.42,8.15,8.17,0.0,False,East,484.12,8.69,0,728,218,0,False,0,0.336403,0.0,1.0
766836,B766836,Atorvastatin,M002,D003,P004,sold,45148,401,21.84,2023-05-28,2026-05-27,1021,18.97,0.87,False,LOC7,LOC2,17.97,1.01,0.98,0.0,False,West,791.98,9.97,0,347,144,0,False,0,0.135828,0.0,1.0
345141,B345141,Aspirin,M003,D001,P003,sold,45359,331,13.96,2023-05-01,2026-04-30,783,22.89,0.6,False,LOC20,LOC9,486.65,8.56,8.89,0.0,False,East,378.35,3.01,0,608,308,0,False,0,0.159974,0.0,0.99
33411,B033411,Amoxicillin,M003,D002,P001,returned,44851,649,18.06,2022-02-21,2024-02-21,492,2.76,0.35,False,LOC11,LOC6,185.42,4.19,4.25,0.0,False,East,252.09,5.72,0,798,313,0,False,0,0.420375,0.0,1.0
402846,B402846,Metformin,M003,D001,P004,received,45073,331,8.98,2022-09-26,2025-09-25,852,28.09,0.82,False,LOC13,LOC14,273.07,7.84,7.32,0.0,False,North,993.03,9.16,0,431,129,0,False,0,0.416495,0.0,1.0
731396,B731396,Ibuprofen,M002,D002,P002,transfer,45210,344,5.57,2023-08-23,2026-08-22,1046,23.97,2.31,False,LOC15,LOC20,306.19,7.08,8.04,0.0,False,South,238.71,6.06,0,364,132,0,False,0,0.257211,0.0,0.96
47851,B047851,Aspirin,M003,D003,P004,sold,44828,271,12.92,2022-01-13,2025-01-12,841,19.84,0.52,False,LOC15,LOC2,70.04,3.77,3.48,0.0,False,West,528.94,7.39,0,1119,670,0,False,0,0.33965,0.0,0.99
693971,B693971,Amoxicillin,M002,D003,P003,manufactured,44810,1000,17.02,2022-06-01,2024-05-31,633,10.29,0.49,True,LOC4,LOC12,179.7,3.75,3.94,0.0,False,North,533.02,2.44,0,542,173,0,True,67,0.217221,912.27,0.66
535371,B535371,Lisinopril,M002,D002,P004,sold,44977,226,8.88,2022-03-26,2025-03-25,764,27.47,1.18,False,LOC17,LOC15,330.79,6.88,6.49,0.39,True,West,160.99,5.83,0,1072,444,0,False,0,0.229706,0.0,0.85
